WeinellEntry1_0,NW_013657827.1,100.000,120,0,0,1,120,910380,910499,1.20e-56,222
WeinellEntry1_65,NW_013657827.1,100.000,120,0,0,1,120,910445,910564,1.20e-56,222
WeinellEntry1_130,NW_013657827.1,100.000,120,0,0,1,120,910510,910629,1.20e-56,222
WeinellEntry2_0,NW_013659664.1,100.000,120,0,0,1,120,38802,38921,1.20e-56,222
WeinellEntry2_0,NW_013659391.1,94.805,77,4,0,44,120,12638,12562,4.48e-26,121
WeinellEntry2_0,NW_013659391.1,84.404,109,17,0,12,120,20265,20157,3.49e-22,108
WeinellEntry2_61,NW_013659664.1,100.000,120,0,0,1,120,38863,38982,1.20e-56,222
WeinellEntry2_121,NW_013659664.1,100.000,120,0,0,1,120,38923,39042,1.20e-56,222
WeinellEntry2_121,NW_013659391.1,95.833,120,5,0,1,120,12560,12441,2.61e-48,195
WeinellEntry2_121,NW_013659391.1,89.916,119,12,0,2,120,20154,20036,4.42e-36,154
WeinellEntry2_121,NW_013661899.1,86.364,66,9,0,55,120,4624,4559,1.27e-11,73.1
WeinellEntry3_481,NW_013660265.1,100.000,120,0,0,1,120,29016,29135,1.20e-56,222
WeinellEntry4_0,NW_013657696.1,100.000,120,0,0,1,120,2144317,2144436,1.20e-56,222
WeinellEntry4_61,NW_013657696.1,100.000,120,0,0,1,120,2144378,2144497,1.20e-56,222
WeinellEntry4_121,NW_013657696.1,100.000,120,0,0,1,120,2144438,2144557,1.20e-56,222
WeinellEntry6_0,NW_013658071.1,100.000,120,0,0,1,120,824738,824857,1.20e-56,222
WeinellEntry6_61,NW_013658071.1,100.000,120,0,0,1,120,824799,824918,1.20e-56,222
WeinellEntry6_121,NW_013658071.1,100.000,120,0,0,1,120,824859,824978,1.20e-56,222
WeinellEntry7_0,NW_013659612.1,100.000,120,0,0,1,120,174163,174282,1.20e-56,222
WeinellEntry7_61,NW_013659612.1,100.000,120,0,0,1,120,174224,174343,1.20e-56,222
WeinellEntry7_121,NW_013659612.1,100.000,120,0,0,1,120,174284,174403,1.20e-56,222
WeinellEntry9_61,NW_013657762.1,100.000,120,0,0,1,120,998661,998780,1.20e-56,222
WeinellEntry9_183,NW_013657762.1,100.000,120,0,0,1,120,998783,998902,1.20e-56,222
WeinellEntry9_241,NW_013657762.1,100.000,120,0,0,1,120,998841,998960,1.20e-56,222
WeinellEntry10_61,NW_013658113.1,100.000,120,0,0,1,120,120826,120945,1.20e-56,222
WeinellEntry10_61,NW_013657758.1,91.964,112,9,0,7,118,112161,112050,3.42e-37,158
WeinellEntry10_61,NW_013659042.1,91.892,111,9,0,8,118,70692,70582,1.23e-36,156
WeinellEntry10_61,NW_013658663.1,87.387,111,14,0,1,111,283010,283120,2.68e-28,128
WeinellEntry10_61,NW_013658483.1,88.776,98,11,0,10,107,192187,192090,4.48e-26,121
WeinellEntry10_61,NW_013658261.1,84.746,118,9,1,1,118,3824,3932,9.71e-23,110
WeinellEntry10_61,NW_013660156.1,80.508,118,20,1,1,118,79328,79442,4.55e-16,87.9
WeinellEntry10_61,NW_013659507.1,84.337,83,13,0,25,107,221631,221549,2.12e-14,82.4
WeinellEntry10_121,NW_013658113.1,100.000,120,0,0,1,120,120886,121005,1.20e-56,222
WeinellEntry10_121,NW_013659042.1,88.333,120,14,0,1,120,70639,70520,2.66e-33,145
WeinellEntry10_121,NW_013658663.1,87.179,117,15,0,1,117,283070,283186,5.76e-30,134
WeinellEntry12_0,NW_013658333.1,100.000,120,0,0,1,120,252116,252235,1.20e-56,222
